ID,Part,ChipMaker,Nation,PCB,Serial Number,Copyright Year
425,U1,unknown,-,HVC-CPU-GPM-02,HC5 469675,1989
69,U5,Ricoh,JP,HVC-CPU-GPM-02,HC5 679074,1989
70,U6,Ricoh,JP,HVC-CPU-GPM-02,HC5 679074,1989
65,U1,Sharp,JP,HVC-CPU-GPM-02,HC5 679074,1989
68,U4,Sharp,JP,HVC-CPU-GPM-02,HC5 679074,1989
66,U2,Texas Instruments,US,HVC-CPU-GPM-02,HC5 679074,1989
67,U3,Texas Instruments Malaysia ,US,HVC-CPU-GPM-02,HC5 679074,1989
71,U7,Toshiba,JP,HVC-CPU-GPM-02,HC5 679074,1989
72,U8,Toshiba,JP,HVC-CPU-GPM-02,HC5 679074,1989
434,U2,Hitachi,JP,HVC-CPU-GPM-02,HC5 708141,1989
435,U3,Hitachi,JP,HVC-CPU-GPM-02,HC5 708141,1989
437,U5,Ricoh,JP,HVC-CPU-GPM-02,HC5 708141,1989
438,U6,Ricoh,JP,HVC-CPU-GPM-02,HC5 708141,1989
433,U1,Sharp,JP,HVC-CPU-GPM-02,HC5 708141,1989
436,U4,Sharp,JP,HVC-CPU-GPM-02,HC5 708141,1989
439,U7,Toshiba,JP,HVC-CPU-GPM-02,HC5 708141,1989
440,U8,Toshiba,JP,HVC-CPU-GPM-02,HC5 708141,1989
314,U2,Fujitsu,JP,HVC-CPU-GPM-02,HV1 276857,1989
315,U3,Fujitsu,JP,HVC-CPU-GPM-02,HV1 276857,1989
313,U1,Hitachi,JP,HVC-CPU-GPM-02,HV1 276857,1989
316,U4,Hitachi,JP,HVC-CPU-GPM-02,HV1 276857,1989
317,U5,Ricoh,JP,HVC-CPU-GPM-02,HV1 276857,1989
318,U6,Ricoh,JP,HVC-CPU-GPM-02,HV1 276857,1989
319,U7,Toshiba,JP,HVC-CPU-GPM-02,HV1 276857,1989
320,U8,Toshiba,JP,HVC-CPU-GPM-02,HV1 276857,1989
443,U3,Motorola,US,HVC-CPU-GPM-02,unknown,1989
445,U5,Ricoh,JP,HVC-CPU-GPM-02,unknown,1989
446,U6,Ricoh,JP,HVC-CPU-GPM-02,unknown,1989
441,U1,Sony,JP,HVC-CPU-GPM-02,unknown,1989
444,U4,Sony,JP,HVC-CPU-GPM-02,unknown,1989
442,U2,Texas Instruments Malaysia ,US,HVC-CPU-GPM-02,unknown,1989
447,U7,Toshiba,JP,HVC-CPU-GPM-02,unknown,1989
448,U8,Toshiba,JP,HVC-CPU-GPM-02,unknown,1989
